date,block,balanus,herbivores,fucus_raw,fucus_cover,plot,timediff,percent_cover
2006-06-12,A,no,con,0,0,1,0,0
2006-06-12,A,no,in,0,0,2,0,0
2006-06-12,A,out,no,0,0,3,0,0
2006-06-12,A,yes,con,0,0,4,0,0
2006-06-12,A,yes,in,0,0,5,0,0
2006-06-12,A,yes,out,0,0,6,0,0
2006-06-12,B,no,con,0,0,7,0,0
2006-06-12,B,no,out,0,0,8,0,0
2006-06-12,B,no,out,0,0,9,0,0
2006-06-12,B,yes,con,0,0,10,0,0
2006-06-12,B,yes,in,0,0,11,0,0
2006-06-12,B,yes,out,0,0,12,0,0
2006-06-12,C,no,con,0,0,13,0,0
2006-06-12,C,no,in,0,0,14,0,0
2006-06-12,C,no,out,0,0,15,0,0
2006-06-12,C,yes,con,0,0,16,0,0
2006-06-12,C,yes,in,0,0,17,0,0
2006-06-12,C,yes,out,0,0,18,0,0
2006-06-12,D,no,con,0,0,19,0,0
2006-06-12,D,no,in,0,0,20,0,0
2006-06-12,D,no,out,0,0,21,0,0
2006-06-12,D,yes,con,0,0,22,0,0
2006-06-12,D,yes,in,0,0,23,0,0
2006-06-12,D,yes,out,0,0,24,0,0
2006-06-12,E,no,con,0,0,25,0,0
2006-06-12,E,no,in,0,0,26,0,0
2006-06-12,E,no,out,0,0,27,0,0
2006-06-12,E,yes,con,0.217,0.006027778,28,0,0.6027778
2006-06-12,E,yes,in,0,0,29,0,0
2006-06-12,E,yes,in,0,0,30,0,0
2006-06-12,F,no,con,0,0,31,0,0
2006-06-12,F,no,in,0,0,32,0,0
2006-06-12,F,no,out,0,0,33,0,0
2006-06-12,F,yes,con,0,0,34,0,0
2006-06-12,F,yes,in,0,0,35,0,0
2006-06-12,F,yes,out,0,0,36,0,0
2006-07-11,A,no,con,0,0,1,4.14285714285714,0
2006-07-11,A,no,in,0,0,2,4.14285714285714,0
2006-07-11,A,no,out,0,0,3,4.14285714285714,0
2006-07-11,A,yes,con,0,0,4,4.14285714285714,0
2006-07-11,A,yes,in,0,0,5,4.14285714285714,0
2006-07-11,A,yes,out,0,0,6,4.14285714285714,0
2006-07-11,B,no,con,0,0,7,4.14285714285714,0
2006-07-11,B,no,in,0,0,8,4.14285714285714,0
2006-07-11,B,no,out,0,0,9,4.14285714285714,0
2006-07-11,B,yes,con,0.816,0.022666667,10,4.14285714285714,2.2666667
2006-07-11,B,yes,in,0,0,11,4.14285714285714,0
2006-07-11,B,yes,out,0.543,0.015083333,12,4.14285714285714,1.5083333
2006-07-11,C,no,con,0,0,13,4.14285714285714,0
2006-07-11,C,no,in,0,0,14,4.14285714285714,0
2006-07-11,C,no,out,0,0,15,4.14285714285714,0
2006-07-11,C,yes,con,0.458,0.012722222,16,4.14285714285714,1.2722222
2006-07-11,C,yes,in,0.208,0.005777778,17,4.14285714285714,0.5777778
2006-07-11,C,yes,out,0.401,0.011138889,18,4.14285714285714,1.1138889
2006-07-11,D,no,con,0,0,19,4.14285714285714,0
2006-07-11,D,no,in,0,0,20,4.14285714285714,0
2006-07-11,D,no,out,0,0,21,4.14285714285714,0
2006-07-11,D,yes,con,0,0,22,4.14285714285714,0
2006-07-11,D,yes,in,0,0,23,4.14285714285714,0
2006-07-11,D,yes,out,0,0,24,4.14285714285714,0
2006-07-11,E,no,con,0,0,25,4.14285714285714,0
2006-07-11,E,no,in,0,0,26,4.14285714285714,0
2006-07-11,E,no,out,0,0,27,4.14285714285714,0
2006-07-11,E,yes,con,0.511,0.014194444,28,4.14285714285714,1.4194444000000002
2006-07-11,E,yes,in,0.737,0.020472222,29,4.14285714285714,2.0472222
2006-07-11,E,yes,out,0.816,0.022666667,30,4.14285714285714,2.2666667
2006-07-11,F,no,con,0,0,31,4.14285714285714,0
2006-07-11,F,no,in,0,0,32,4.14285714285714,0
2006-07-11,F,no,out,0,0,33,4.14285714285714,0
2006-07-11,F,yes,con,0,0,34,4.14285714285714,0
2006-07-11,F,yes,in,0.201,0.005583333,35,4.14285714285714,0.5583333
2006-07-11,F,yes,out,0.151,0.004194444,36,4.14285714285714,0.41944440000000005
2006-08-11,A,no,con,0,0,1,8.57142857142857,0
2006-08-11,A,no,in,0,0,2,8.57142857142857,0
2006-08-11,A,no,out,0,0,3,8.57142857142857,0
2006-08-11,A,yes,con,0,0,4,8.57142857142857,0
2006-08-11,A,yes,in,0,0,5,8.57142857142857,0
2006-08-11,A,yes,out,0,0,6,8.57142857142857,0
2006-08-11,B,no,con,0,0,7,8.57142857142857,0
2006-08-11,B,no,in,0,0,8,8.57142857142857,0
2006-08-11,B,no,out,0,0,9,8.57142857142857,0
2006-08-11,B,yes,con,0,0,10,8.57142857142857,0
2006-08-11,B,yes,in,0,0,11,8.57142857142857,0
2006-08-11,B,yes,out,1.379,0.038305556,12,8.57142857142857,3.8305556
2006-08-11,C,no,con,0,0,13,8.57142857142857,0
2006-08-11,C,no,in,0,0,14,8.57142857142857,0
2006-08-11,C,no,out,0,0,15,8.57142857142857,0
2006-08-11,C,yes,con,1,0.027777778,16,8.57142857142857,2.7777778
2006-08-11,C,yes,in,5,0.138888889,17,8.57142857142857,13.8888889
2006-08-11,C,yes,out,2,0.055555556,18,8.57142857142857,5.5555556
2006-08-11,D,no,con,0,0,19,8.57142857142857,0
2006-08-11,D,no,in,0,0,20,8.57142857142857,0
2006-08-11,D,no,out,0,0,21,8.57142857142857,0
2006-08-11,D,yes,con,0,0,22,8.57142857142857,0
2006-08-11,D,yes,in,0,0,23,8.57142857142857,0
2006-08-11,D,yes,out,0,0,24,8.57142857142857,0
2006-08-11,E,no,con,0,0,25,8.57142857142857,0
2006-08-11,E,no,in,0,0,26,8.57142857142857,0
2006-08-11,E,no,out,0,0,27,8.57142857142857,0
2006-08-11,E,yes,con,1,0.027777778,28,8.57142857142857,2.7777778
2006-08-11,E,yes,in,1,0.027777778,29,8.57142857142857,2.7777778
2006-08-11,E,yes,out,1,0.027777778,30,8.57142857142857,2.7777778
2006-08-11,F,no,con,0,0,31,8.57142857142857,0
2006-08-11,F,no,in,0,0,32,8.57142857142857,0
2006-08-11,F,no,out,0,0,33,8.57142857142857,0
2006-08-11,F,yes,con,0,0,34,8.57142857142857,0
2006-08-11,F,yes,in,0,0,35,8.57142857142857,0
2006-08-11,F,yes,out,1,0.027777778,36,8.57142857142857,2.7777778
2006-09-08,A,no,con,0,0,1,12.5714285714286,0
2006-09-08,A,no,in,0,0,2,12.5714285714286,0
2006-09-08,A,no,out,0,0,3,12.5714285714286,0
2006-09-08,A,no,out,0,0,4,12.5714285714286,0
2006-09-08,A,yes,con,0,0,5,12.5714285714286,0
2006-09-08,A,yes,in,0,0,6,12.5714285714286,0
2006-09-08,B,no,con,0.156,0.004333333,7,12.5714285714286,0.4333333
2006-09-08,B,no,in,0,0,8,12.5714285714286,0
2006-09-08,B,no,out,0,0,9,12.5714285714286,0
2006-09-08,B,yes,con,1.703,0.047305556,10,12.5714285714286,4.7305556
2006-09-08,B,yes,in,1.626,0.045166667,11,12.5714285714286,4.5166667
2006-09-08,B,yes,out,2.862,0.0795,12,12.5714285714286,7.95
2006-09-08,C,no,con,0,0,13,12.5714285714286,0
2006-09-08,C,no,in,0,0,14,12.5714285714286,0
2006-09-08,C,no,out,0,0,15,12.5714285714286,0
2006-09-08,C,yes,con,0.556,0.015444444,16,12.5714285714286,1.5444444
2006-09-08,C,yes,in,2.653,0.073694444,17,12.5714285714286,7.3694444
2006-09-08,C,yes,out,1.197,0.03325,18,12.5714285714286,3.325
2006-09-08,D,no,con,0,0,19,12.5714285714286,0
2006-09-08,D,no,in,0,0,20,12.5714285714286,0
2006-09-08,D,no,out,0,0,21,12.5714285714286,0
2006-09-08,D,yes,con,0,0,22,12.5714285714286,0
2006-09-08,D,yes,in,0.163,0.004527778,23,12.5714285714286,0.45277779999999995
2006-09-08,D,yes,out,0,0,24,12.5714285714286,0
2006-09-08,E,no,con,0,0,25,12.5714285714286,0
2006-09-08,E,no,in,0,0,26,12.5714285714286,0
2006-09-08,E,no,out,0,0,27,12.5714285714286,0
2006-09-08,E,yes,con,0.697,0.019361111,28,12.5714285714286,1.9361111
2006-09-08,E,yes,in,2.729,0.075805556,29,12.5714285714286,7.580555599999999
2006-09-08,E,yes,out,0.966,0.026833333,30,12.5714285714286,2.6833333
2006-09-08,F,no,con,0,0,31,12.5714285714286,0
2006-09-08,F,no,in,0,0,32,12.5714285714286,0
2006-09-08,F,no,out,0,0,33,12.5714285714286,0
2006-09-08,F,yes,con,0,0,34,12.5714285714286,0
2006-09-08,F,yes,in,0,0,35,12.5714285714286,0
2006-09-08,F,yes,out,0.802,0.022277778,36,12.5714285714286,2.2277778
2006-10-06,A,no,con,0,0,1,16.5714285714286,0
2006-10-06,A,no,in,0,0,2,16.5714285714286,0
2006-10-06,A,no,out,0,0,3,16.5714285714286,0
2006-10-06,A,yes,con,0,0,4,16.5714285714286,0
2006-10-06,A,yes,in,0,0,5,16.5714285714286,0
2006-10-06,A,yes,out,0,0,6,16.5714285714286,0
2006-10-06,B,no,con,0,0,7,16.5714285714286,0
2006-10-06,B,no,in,0,0,8,16.5714285714286,0
2006-10-06,B,no,out,0,0,9,16.5714285714286,0
2006-10-06,B,yes,con,3,0.083333333,10,16.5714285714286,8.3333333
2006-10-06,B,yes,in,0.5,0.013888889,11,16.5714285714286,1.3888889
2006-10-06,B,yes,out,7,0.194444444,12,16.5714285714286,19.4444444
2006-10-06,C,no,con,0,0,13,16.5714285714286,0
2006-10-06,C,no,in,0,0,14,16.5714285714286,0
2006-10-06,C,no,out,0,0,15,16.5714285714286,0
2006-10-06,C,yes,con,0,0,16,16.5714285714286,0
2006-10-06,C,yes,in,0,0,17,16.5714285714286,0
2006-10-06,C,yes,out,0,0,18,16.5714285714286,0
2006-10-06,D,no,con,0,0,19,16.5714285714286,0
2006-10-06,D,no,in,0,0,20,16.5714285714286,0
2006-10-06,D,no,out,0,0,21,16.5714285714286,0
2006-10-06,D,yes,con,0,0,22,16.5714285714286,0
2006-10-06,D,yes,in,0,0,23,16.5714285714286,0
2006-10-06,D,yes,out,0,0,24,16.5714285714286,0
2006-10-06,E,no,con,0,0,25,16.5714285714286,0
2006-10-06,E,no,in,0,0,26,16.5714285714286,0
2006-10-06,E,no,out,0,0,27,16.5714285714286,0
2006-10-06,E,yes,con,3,0.083333333,28,16.5714285714286,8.3333333
2006-10-06,E,yes,in,1,0.027777778,29,16.5714285714286,2.7777778
2006-10-06,E,yes,out,1,0.027777778,30,16.5714285714286,2.7777778
2006-10-06,F,no,con,0,0,31,16.5714285714286,0
2006-10-06,F,no,in,0,0,32,16.5714285714286,0
2006-10-06,F,no,out,0,0,33,16.5714285714286,0
2006-10-06,F,yes,con,0,0,34,16.5714285714286,0
2006-10-06,F,yes,in,0,0,35,16.5714285714286,0
2006-10-06,F,yes,out,3,0.083333333,36,16.5714285714286,8.3333333
2006-12-02,A,no,con,0,0,1,24.7142857142857,0
2006-12-02,A,no,in,0,0,2,24.7142857142857,0
2006-12-02,A,no,out,0,0,3,24.7142857142857,0
2006-12-02,A,yes,con,0,0,4,24.7142857142857,0
2006-12-02,A,yes,in,0,0,5,24.7142857142857,0
2006-12-02,A,yes,out,0,0,6,24.7142857142857,0
2006-12-02,B,no,con,2,0.038461538,7,24.7142857142857,3.8461538
2006-12-02,B,no,in,0,0,8,24.7142857142857,0
2006-12-02,B,no,out,0,0,9,24.7142857142857,0
2006-12-02,B,yes,con,5,0.096153846,10,24.7142857142857,9.6153846
2006-12-02,B,yes,in,3,0.057692308,11,24.7142857142857,5.7692308
2006-12-02,B,yes,out,20,0.384615385,12,24.7142857142857,38.461538499999996
2006-12-02,C,no,con,0,0,13,24.7142857142857,0
2006-12-02,C,no,in,0.5,0.009615385,14,24.7142857142857,0.9615385000000001
2006-12-02,C,no,out,0,0,15,24.7142857142857,0
2006-12-02,C,yes,con,0,0,16,24.7142857142857,0
2006-12-02,C,yes,in,3,0.057692308,17,24.7142857142857,5.7692308
2006-12-02,C,yes,out,1,0.019230769,18,24.7142857142857,1.9230769
2006-12-02,D,no,con,0,0,19,24.7142857142857,0
2006-12-02,D,no,in,0,0,20,24.7142857142857,0
2006-12-02,D,no,out,0,0,21,24.7142857142857,0
2006-12-02,D,yes,con,0,0,22,24.7142857142857,0
2006-12-02,D,yes,in,3,0.057692308,23,24.7142857142857,5.7692308
2006-12-02,D,yes,out,0,0,24,24.7142857142857,0
2006-12-02,E,no,con,0,0,25,24.7142857142857,0
2006-12-02,E,no,in,0,0,26,24.7142857142857,0
2006-12-02,E,no,out,0,0,27,24.7142857142857,0
2006-12-02,E,yes,con,5,0.096153846,28,24.7142857142857,9.6153846
2006-12-02,E,yes,in,0,0,29,24.7142857142857,0
2006-12-02,E,yes,out,4,0.076923077,30,24.7142857142857,7.692307700000001
2006-12-02,F,no,con,0,0,31,24.7142857142857,0
2006-12-02,F,no,in,0,0,32,24.7142857142857,0
2006-12-02,F,no,out,0,0,33,24.7142857142857,0
2006-12-02,F,yes,con,0,0,34,24.7142857142857,0
2006-12-02,F,yes,in,3,0.057692308,35,24.7142857142857,5.7692308
2006-12-02,F,yes,out,12,0.230769231,36,24.7142857142857,23.0769231
2007-01-30,A,no,con,0,0,1,33.1428571428571,0
2007-01-30,A,no,in,0,0,2,33.1428571428571,0
2007-01-30,A,no,out,0,0,3,33.1428571428571,0
2007-01-30,A,yes,con,0.5,0.009615385,4,33.1428571428571,0.9615385000000001
2007-01-30,A,yes,in,0,0,5,33.1428571428571,0
2007-01-30,A,yes,out,0,0,6,33.1428571428571,0
2007-01-30,B,no,con,1.5,0.028846154,7,33.1428571428571,2.8846154
2007-01-30,B,no,in,0,0,8,33.1428571428571,0
2007-01-30,B,no,out,0,0,9,33.1428571428571,0
2007-01-30,B,yes,con,5,0.096153846,10,33.1428571428571,9.6153846
2007-01-30,B,yes,in,1,0.019230769,11,33.1428571428571,1.9230769
2007-01-30,B,yes,out,17,0.326923077,12,33.1428571428571,32.6923077
2007-01-30,C,no,con,0,0,13,33.1428571428571,0
2007-01-30,C,no,in,0,0,14,33.1428571428571,0
2007-01-30,C,no,out,1,0.019230769,15,33.1428571428571,1.9230769
2007-01-30,C,yes,con,0,0,16,33.1428571428571,0
2007-01-30,C,yes,in,10,0.192307692,17,33.1428571428571,19.2307692
2007-01-30,C,yes,out,1,0.019230769,18,33.1428571428571,1.9230769
2007-01-30,D,no,con,0,0,19,33.1428571428571,0
2007-01-30,D,no,in,0,0,20,33.1428571428571,0
2007-01-30,D,no,out,0,0,21,33.1428571428571,0
2007-01-30,D,yes,con,0,0,22,33.1428571428571,0
2007-01-30,D,yes,in,4,0.076923077,23,33.1428571428571,7.692307700000001
2007-01-30,D,yes,out,0,0,24,33.1428571428571,0
2007-01-30,E,no,con,0,0,25,33.1428571428571,0
2007-01-30,E,no,in,0,0,26,33.1428571428571,0
2007-01-30,E,no,out,0,0,27,33.1428571428571,0
2007-01-30,E,yes,con,6,0.115384615,28,33.1428571428571,11.5384615
2007-01-30,E,yes,in,0,0,29,33.1428571428571,0
2007-01-30,E,yes,out,8,0.153846154,30,33.1428571428571,15.384615400000001
2007-01-30,F,no,con,0,0,31,33.1428571428571,0
2007-01-30,F,no,in,0,0,32,33.1428571428571,0
2007-01-30,F,no,out,0,0,33,33.1428571428571,0
2007-01-30,F,yes,con,0,0,34,33.1428571428571,0
2007-01-30,F,yes,in,3,0.057692308,35,33.1428571428571,5.7692308
2007-01-30,F,yes,out,9,0.173076923,36,33.1428571428571,17.3076923
2007-04-06,A,no,con,0,0,1,42.5714285714286,0
2007-04-06,A,no,in,0,0,2,42.5714285714286,0
2007-04-06,A,no,out,0,0,3,42.5714285714286,0
2007-04-06,A,yes,con,1,0.027777778,4,42.5714285714286,2.7777778
2007-04-06,A,yes,in,0,0,5,42.5714285714286,0
2007-04-06,A,yes,out,0,0,6,42.5714285714286,0
2007-04-06,B,no,con,0,0,7,42.5714285714286,0
2007-04-06,B,no,in,0,0,8,42.5714285714286,0
2007-04-06,B,no,out,3,0.083333333,9,42.5714285714286,8.3333333
2007-04-06,B,yes,con,11,0.305555556,10,42.5714285714286,30.5555556
2007-04-06,B,yes,in,2,0.055555556,11,42.5714285714286,5.5555556
2007-04-06,B,yes,out,19,0.527777778,12,42.5714285714286,52.7777778
2007-04-06,C,no,con,0,0,13,42.5714285714286,0
2007-04-06,C,no,in,0.5,0.013888889,14,42.5714285714286,1.3888889
2007-04-06,C,no,out,1.5,0.041666667,15,42.5714285714286,4.1666666999999995
2007-04-06,C,yes,con,3,0.083333333,16,42.5714285714286,8.3333333
2007-04-06,C,yes,in,26,0.722222222,17,42.5714285714286,72.22222219999999
2007-04-06,C,yes,out,4,0.111111111,18,42.5714285714286,11.1111111
2007-04-06,D,no,con,0,0,19,42.5714285714286,0
2007-04-06,D,no,in,0,0,20,42.5714285714286,0
2007-04-06,D,no,out,0,0,21,42.5714285714286,0
2007-04-06,D,yes,con,3,0.083333333,22,42.5714285714286,8.3333333
2007-04-06,D,yes,in,17,0.472222222,23,42.5714285714286,47.222222200000004
2007-04-06,D,yes,out,0,0,24,42.5714285714286,0
2007-04-06,E,no,con,0,0,25,42.5714285714286,0
2007-04-06,E,no,in,0,0,26,42.5714285714286,0
2007-04-06,E,no,out,0,0,27,42.5714285714286,0
2007-04-06,E,yes,con,19,0.527777778,28,42.5714285714286,52.7777778
2007-04-06,E,yes,in,21,0.583333333,29,42.5714285714286,58.3333333
2007-04-06,E,yes,out,27,0.75,30,42.5714285714286,75
2007-04-06,F,no,con,0,0,31,42.5714285714286,0
2007-04-06,F,no,in,0,0,32,42.5714285714286,0
2007-04-06,F,no,out,0,0,33,42.5714285714286,0
2007-04-06,F,yes,con,0,0,34,42.5714285714286,0
2007-04-06,F,yes,in,0,0,35,42.5714285714286,0
2007-04-06,F,yes,out,12,0.333333333,36,42.5714285714286,33.3333333
2007-06-05,A,no,con,0,0,1,51.1428571428571,0
2007-06-05,A,no,in,0,0,2,51.1428571428571,0
2007-06-05,A,no,out,0,0,3,51.1428571428571,0
2007-06-05,A,yes,con,3,0.057692308,4,51.1428571428571,5.7692308
2007-06-05,A,yes,in,0,0,5,51.1428571428571,0
2007-06-05,A,yes,out,0,0,6,51.1428571428571,0
2007-06-05,B,no,con,0,0,7,51.1428571428571,0
2007-06-05,B,no,in,0,0,8,51.1428571428571,0
2007-06-05,B,no,out,0,0,9,51.1428571428571,0
2007-06-05,B,yes,con,8,0.153846154,10,51.1428571428571,15.384615400000001
2007-06-05,B,yes,in,2,0.038461538,11,51.1428571428571,3.8461538
2007-06-05,B,yes,out,32,0.615384615,12,51.1428571428571,61.5384615
2007-06-05,C,no,con,0,0,13,51.1428571428571,0
2007-06-05,C,no,in,1.5,0.028846154,14,51.1428571428571,2.8846154
2007-06-05,C,no,out,3,0.057692308,15,51.1428571428571,5.7692308
2007-06-05,C,yes,con,5,0.096153846,16,51.1428571428571,9.6153846
2007-06-05,C,yes,in,47,0.903846154,17,51.1428571428571,90.3846154
2007-06-05,C,yes,out,10,0.192307692,18,51.1428571428571,19.2307692
2007-06-05,D,no,con,0,0,19,51.1428571428571,0
2007-06-05,D,no,in,0,0,20,51.1428571428571,0
2007-06-05,D,no,out,0,0,21,51.1428571428571,0
2007-06-05,D,yes,con,2,0.038461538,22,51.1428571428571,3.8461538
2007-06-05,D,yes,in,47,0.903846154,23,51.1428571428571,90.3846154
2007-06-05,D,yes,out,1,0.019230769,24,51.1428571428571,1.9230769
2007-06-05,E,no,con,0,0,25,51.1428571428571,0
2007-06-05,E,no,in,0,0,26,51.1428571428571,0
2007-06-05,E,no,out,0,0,27,51.1428571428571,0
2007-06-05,E,yes,con,18,0.346153846,28,51.1428571428571,34.6153846
2007-06-05,E,yes,in,15,0.288461538,29,51.1428571428571,28.846153800000003
2007-06-05,E,yes,out,34,0.653846154,30,51.1428571428571,65.3846154
2007-06-05,F,no,con,0,0,31,51.1428571428571,0
2007-06-05,F,no,in,0,0,32,51.1428571428571,0
2007-06-05,F,no,out,0,0,33,51.1428571428571,0
2007-06-05,F,yes,con,0,0,34,51.1428571428571,0
2007-06-05,F,yes,in,1,0.019230769,35,51.1428571428571,1.9230769
2007-06-05,F,yes,out,0,0,36,51.1428571428571,0
2007-07-17,A,no,con,0,0,1,57.1428571428571,0
2007-07-17,A,no,in,0,0,2,57.1428571428571,0
2007-07-17,A,no,out,0,0,3,57.1428571428571,0
2007-07-17,A,yes,con,3,0.057692308,4,57.1428571428571,5.7692308
2007-07-17,A,yes,in,0,0,5,57.1428571428571,0
2007-07-17,A,yes,out,0,0,6,57.1428571428571,0
2007-07-17,B,no,con,0,0,7,57.1428571428571,0
2007-07-17,B,no,in,0,0,8,57.1428571428571,0
2007-07-17,B,no,out,0,0,9,57.1428571428571,0
2007-07-17,B,yes,con,9,0.173076923,10,57.1428571428571,17.3076923
2007-07-17,B,yes,in,2,0.038461538,11,57.1428571428571,3.8461538
2007-07-17,B,yes,out,34,0.653846154,12,57.1428571428571,65.3846154
2007-07-17,C,no,con,0,0,13,57.1428571428571,0
2007-07-17,C,no,in,2,0.038461538,14,57.1428571428571,3.8461538
2007-07-17,C,no,out,6,0.115384615,15,57.1428571428571,11.5384615
2007-07-17,C,yes,con,9,0.173076923,16,57.1428571428571,17.3076923
2007-07-17,C,yes,in,49,0.942307692,17,57.1428571428571,94.2307692
2007-07-17,C,yes,out,13,0.25,18,57.1428571428571,25
2007-07-17,D,no,con,0,0,19,57.1428571428571,0
2007-07-17,D,no,in,0,0,20,57.1428571428571,0
2007-07-17,D,no,out,0,0,21,57.1428571428571,0
2007-07-17,D,yes,con,1.5,0.028846154,22,57.1428571428571,2.8846154
2007-07-17,D,yes,in,25,0.480769231,23,57.1428571428571,48.0769231
2007-07-17,D,yes,out,1,0.019230769,24,57.1428571428571,1.9230769
2007-07-17,E,no,con,0,0,25,57.1428571428571,0
2007-07-17,E,no,in,0,0,26,57.1428571428571,0
2007-07-17,E,no,out,0,0,27,57.1428571428571,0
2007-07-17,E,yes,con,3,0.057692308,28,57.1428571428571,5.7692308
2007-07-17,E,yes,in,2,0.038461538,29,57.1428571428571,3.8461538
2007-07-17,E,yes,out,30,0.576923077,30,57.1428571428571,57.6923077
2007-07-17,F,no,con,0,0,31,57.1428571428571,0
2007-07-17,F,no,in,0,0,32,57.1428571428571,0
2007-07-17,F,no,out,0,0,33,57.1428571428571,0
2007-07-17,F,yes,con,10,0.192307692,34,57.1428571428571,19.2307692
2007-07-17,F,yes,in,3,0.057692308,35,57.1428571428571,5.7692308
2007-07-17,F,yes,out,0,0,36,57.1428571428571,0
